,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,GRADESPAN,DS_CODE
1407,4660,SAYREVILLE BORO,50,SAYREVILLE WAR MEMORIAL HIGH SCHOOL,09-12,4660-50
1408,4660,SAYREVILLE BORO,55,SAYREVILLE MIDDLE SCHOOL,06-08,4660-55
1409,4660,SAYREVILLE BORO,60,EMMA ARLETH ELEMENTARY SCHOOL,KG-03,4660-60
1410,4660,SAYREVILLE BORO,70,DWIGHT D. EISENHOWER ELEMENTARY SCHOOL,KG-03,4660-70
1411,4660,SAYREVILLE BORO,75,HARRY S. TRUMAN ELEMENTARY SCHOOL,KG-03,4660-75
1412,4660,SAYREVILLE BORO,85,SAMSEL UPPER ELEMENTARY SCHOOL,PK-05,4660-85
1413,4660,SAYREVILLE BORO,120,WOODROW WILSON ELEMENTARY SCHOOL,KG-03,4660-120
1414,4830,SOUTH AMBOY CITY,30,SOUTH AMBOY MIDDLE/HIGH SCHOOL,06-12,4830-30
1415,4830,SOUTH AMBOY CITY,60,SOUTH AMBOY ELEMENTARY,PK-05,4830-60
1416,4860,SOUTH BRUNSWICK TWP,50,SOUTH BRUNSWICK HIGH SCHOOL,09-12,4860-50
1417,4860,SOUTH BRUNSWICK TWP,55,BRUNSWICK ACRES ELEMENTARY SCHOOL,KG-05,4860-55
1418,4860,SOUTH BRUNSWICK TWP,60,CAMBRIDGE ELEMENTARY SCHOOL,PK-05,4860-60
1419,4860,SOUTH BRUNSWICK TWP,70,CONSTABLE ELEMENTARY SCHOOL,KG-05,4860-70
1420,4860,SOUTH BRUNSWICK TWP,75,CROSSROADS SOUTH MIDDLE SCHOOL,06-08,4860-75
1421,4860,SOUTH BRUNSWICK TWP,85,BROOKS CROSSING ELEMENTARY SCHOOL,KG-05,4860-85
1422,4860,SOUTH BRUNSWICK TWP,95,GREENBROOK ELEMENTARY SCHOOL,KG-05,4860-95
1423,4860,SOUTH BRUNSWICK TWP,100,INDIAN FIELDS ELEMENTARY SCHOOL,PK-05,4860-100
1424,4860,SOUTH BRUNSWICK TWP,110,MONMOUTH JUNCTION ELEMENTARY SCHOOL,PK-05,4860-110
1425,4860,SOUTH BRUNSWICK TWP,150,CROSSROADS NORTH MIDDLE SCHOOL,06-08,4860-150
1426,4910,SOUTH PLAINFIELD BORO,50,SOUTH PLAINFIELD HIGH SCHOOL,09-12,4910-50
1427,4910,SOUTH PLAINFIELD BORO,53,SOUTH PLAINFIELD MIDDLE SCHOOL,07-08,4910-53
1428,4910,SOUTH PLAINFIELD BORO,55,JOHN F KENNEDY ELEMENTARY SCHOOL,PK-04,4910-55
1429,4910,SOUTH PLAINFIELD BORO,58,JOHN E RILEY ELEMENTARY SCHOOL,PK-04,4910-58
1430,4910,SOUTH PLAINFIELD BORO,60,FRANKLIN ELEMENTARY SCHOOL,PK-04,4910-60
1431,4910,SOUTH PLAINFIELD BORO,70,GRANT ELEMENTARY SCHOOL,05-06,4910-70
1432,4910,SOUTH PLAINFIELD BORO,80,ROOSEVELT ELEMENTARY SCHOOL,PK-04,4910-80
1433,4920,SOUTH RIVER BORO,50,SOUTH RIVER HIGH SCHOOL,09-12,4920-50
1434,4920,SOUTH RIVER BORO,55,SOUTH RIVER MIDDLE SCHOOL,06-08,4920-55
1435,4920,SOUTH RIVER BORO,65,SOUTH RIVER ELEMENTARY SCHOOL,PK-05,4920-65
1436,4920,SOUTH RIVER BORO,70,SOUTH RIVER PRIMARY SCHOOL,KG-02,4920-70
1437,4970,SPOTSWOOD BORO,40,SPOTSWOOD HIGH SCHOOL,09-12,4970-40
1438,4970,SPOTSWOOD BORO,50,E RAYMOND APPLEBY ELEMENTARY SCHOOL,01-05,4970-50
1439,4970,SPOTSWOOD BORO,60,G AUSTIN SCHOENLY ELEMENTARY SCHOOL,PK-01,4970-60
1440,4970,SPOTSWOOD BORO,90,SPOTSWOOD MEMORIAL MIDDLE SCHOOL,06-08,4970-90
1441,5850,WOODBRIDGE TWP,20,COLONIA HIGH SCHOOL,09-12,5850-20
1442,5850,WOODBRIDGE TWP,40,JOHN F. KENNEDY MEMORIAL HIGH SCHOOL,09-12,5850-40
1443,5850,WOODBRIDGE TWP,45,AVENEL MIDDLE SCHOOL,06-08,5850-45
1444,5850,WOODBRIDGE TWP,50,WOODBRIDGE HIGH SCHOOL,09-12,5850-50
1445,5850,WOODBRIDGE TWP,60,COLONIA MIDDLE SCHOOL,06-08,5850-60
1446,5850,WOODBRIDGE TWP,70,FORDS MIDDLE SCHOOL,06-08,5850-70
1447,5850,WOODBRIDGE TWP,80,ISELIN MIDDLE SCHOOL,06-08,5850-80
1448,5850,WOODBRIDGE TWP,90,WOODBRIDGE MIDDLE SCHOOL,06-08,5850-90
1449,5850,WOODBRIDGE TWP,100,AVENEL STREET ELEMENTARY SCHOOL,KG-05,5850-100
1450,5850,WOODBRIDGE TWP,110,ROBERT MASCENIK ELEMENTARY SCHOOL,KG-05,5850-110
1451,5850,WOODBRIDGE TWP,120,CLAREMONT AVENUE ELEMENTARY SCHOOL,KG-05,5850-120
1452,5850,WOODBRIDGE TWP,140,FORD AVENUE ELEMENTARY SCHOOL,KG-05,5850-140
1453,5850,WOODBRIDGE TWP,150,MATTHEW JAGO ELEMENTARY SCHOOL,PK-05,5850-150
1454,5850,WOODBRIDGE TWP,160,INDIANA AVENUE ELEMENTARY SCHOOL,KG-05,5850-160
1455,5850,WOODBRIDGE TWP,180,KENNEDY PARK ELEMENTARY SCHOOL,KG-05,5850-180
1456,5850,WOODBRIDGE TWP,200,LAFAYETTE ESTATES ELEMENTARY SCHOOL,KG-05,5850-200
1457,5850,WOODBRIDGE TWP,210,LYNN CREST ELEMENTARY SCHOOL,PK-05,5850-210
1458,5850,WOODBRIDGE TWP,220,MAWBEY STREET ELEMENTARY SCHOOL,KG-05,5850-220
1459,5850,WOODBRIDGE TWP,230,MENLO PARK TERRACE ELEMENTARY SCHOOL,KG-05,5850-230
1460,5850,WOODBRIDGE TWP,240,OAK RIDGE HEIGHTS ELEMENTARY SCHOOL,PK-05,5850-240
1461,5850,WOODBRIDGE TWP,260,PENNSYLVANIA AVENUE ELEMENTARY SCHOOL,KG-05,5850-260
1462,5850,WOODBRIDGE TWP,275,PORT READING AVENUE ELEMENTARY SCHOOL,PK-05,5850-275
1463,5850,WOODBRIDGE TWP,280,ROSS STREET ELEMENTARY SCHOOL,KG-05,5850-280
1464,5850,WOODBRIDGE TWP,300,REACHING INDIVIDUAL STUDENT EXCELLENCE,09-12,5850-300
1465,5850,WOODBRIDGE TWP,320,WOODBINE AVENUE ELEMENTARY SCHOOL,KG-05,5850-320
1466,100,ASBURY PARK CITY,10,ASBURY PARK HIGH SCHOOL,09-12,100-10
1467,100,ASBURY PARK CITY,20,BARACK OBAMA ELEMENTARY SCHOOL,PK-05,100-20
1468,100,ASBURY PARK CITY,40,BRADLEY ELEMENTARY SCHOOL,PK-05,100-40
1469,100,ASBURY PARK CITY,70,DR. MARTIN LUTHER KING MIDDLE SCHOOL,06-08,100-70
1470,100,ASBURY PARK CITY,100,THURGOOD MARSHALL ELEMENTARY SCHOOL,PK-05,100-100
1471,130,ATLANTIC HIGHLANDS BORO,20,ATLANTIC HIGHLANDS ELEMENTARY SCHOOL,PK-06,130-20
1472,180,AVON BORO,10,AVON ELEMENTARY SCHOOL,KG-08,180-10
1473,225,BAYSHORE JOINTURE COMM,30,DEVELOPMENTAL LEARNING CENTER,01-12,225-30
1474,270,BELMAR BORO,20,BELMAR ELEMENTARY,PK-08,270-20
1475,500,BRADLEY BEACH BORO,20,BRADLEY BEACH ELEMENTARY SCHOOL,PK-08,500-20
1476,560,BRIELLE BORO,20,BRIELLE ELEMENTARY SCHOOL,PK-08,560-20
1477,945,COLTS NECK TWP,30,CEDAR DRIVE MIDDLE SCHOOL,06-08,945-30
1478,945,COLTS NECK TWP,50,CONOVER ROAD ELEMENTARY SCHOOL,03-05,945-50
1479,945,COLTS NECK TWP,60,CONOVER ROAD PRIMARY SCHOOL,PK-02,945-60
1480,1000,DEAL BORO,40,DEAL ELEMENTARY SCHOOL,KG-08,1000-40
1481,1260,EATONTOWN BORO,60,MARGARET L VETTER,05-06,1260-60
1482,1260,EATONTOWN BORO,70,MEMORIAL MIDDLE SCHOOL,07-08,1260-70
1483,1260,EATONTOWN BORO,80,MEADOWBROOK,KG-02,1260-80
1484,1260,EATONTOWN BORO,110,WOODMERE,PK-04,1260-110
1485,1440,FAIR HAVEN BORO,50,KNOLLWOOD SCHOOL,04-08,1440-50
1486,1440,FAIR HAVEN BORO,60,VIOLA L SICKLES SCHOOL,PK-03,1440-60
1487,1490,FARMINGDALE BORO,50,FARMINGDALE ELEMENTARY,PK-08,1490-50
1488,1640,FREEHOLD BORO,40,FREEHOLD LEARNING CENTER,PK-05,1640-40
1489,1640,FREEHOLD BORO,60,FREEHOLD INTERMEDIATE SCHOOL,06-08,1640-60
1490,1640,FREEHOLD BORO,70,PARK AVENUE ELEMENTARY SCHOOL,KG-05,1640-70
1491,1650,FREEHOLD REGIONAL,10,COLTS NECK HIGH SCHOOL,09-12,1650-10
1492,1650,FREEHOLD REGIONAL,50,FREEHOLD BOROUGH HIGH SCHOOL,09-12,1650-50
1493,1650,FREEHOLD REGIONAL,55,FREEHOLD TOWNSHIP HIGH SCHOOL,09-12,1650-55
1494,1650,FREEHOLD REGIONAL,60,HOWELL HIGH SCHOOL,09-12,1650-60
1495,1650,FREEHOLD REGIONAL,70,MANALAPAN HIGH SCHOOL,09-12,1650-70
1496,1650,FREEHOLD REGIONAL,80,MARLBORO HIGH SCHOOL,09-12,1650-80
1497,1660,FREEHOLD TWP,20,JOSEPH J CATENA SCHOOL,KG-05,1660-20
1498,1660,FREEHOLD TWP,21,C. RICHARD APPLEGATE SCHOOL,KG-05,1660-21
1499,1660,FREEHOLD TWP,23,CLIFTON T. BARKALOW SCHOOL,06-08,1660-23
1500,1660,FREEHOLD TWP,24,DWIGHT D. EISENHOWER SCHOOL,06-08,1660-24
1501,1660,FREEHOLD TWP,25,MARSHALL W. ERRICKSON SCHOOL,KG-05,1660-25
1502,1660,FREEHOLD TWP,26,LAURA DONOVAN SCHOOL,KG-05,1660-26
1503,1660,FREEHOLD TWP,30,WEST FREEHOLD SCHOOL,KG-05,1660-30
1504,1660,FREEHOLD TWP,70,EARLY CHILDHOOD LEARNING CENTER,PK-PK,1660-70
1505,2105,HAZLET TWP,50,RARITAN HIGH SCHOOL,09-12,2105-50
1506,2105,HAZLET TWP,60,BEERS STREET SCHOOL,05-06,2105-60
1507,2105,HAZLET TWP,70,COVE ROAD SCHOOL,05-06,2105-70
1508,2105,HAZLET TWP,85,LILLIAN DRIVE SCHOOL,01-04,2105-85
1509,2105,HAZLET TWP,90,MIDDLE ROAD SCHOOL,01-04,2105-90
1510,2105,HAZLET TWP,95,RARITAN VALLEY SCHOOL,01-04,2105-95
1511,2105,HAZLET TWP,100,SYCAMORE DRIVE EARLY CHILDHOOD LEARNING CENTER,PK-KG,2105-100
1512,2105,HAZLET TWP,105,HAZLET MIDDLE SCHOOL,07-08,2105-105
1513,2120,HENRY HUDSON REGIONAL,50,HENRY HUDSON REGIONAL SCHOOL,07-12,2120-50
1514,2160,HIGHLANDS BORO,50,HIGHLANDS ELEMENTARY SCHOOL,PK-06,2160-50
1515,2230,HOLMDEL TWP,20,HOLMDEL HIGH SCHOOL,09-12,2230-20
1516,2230,HOLMDEL TWP,30,WILLIAM R. SATZ SCHOOL,07-08,2230-30
1517,2230,HOLMDEL TWP,50,INDIAN HILL SCHOOL,04-06,2230-50
1518,2230,HOLMDEL TWP,80,VILLAGE SCHOOL,PK-03,2230-80
1519,2290,HOWELL TWP,3,ADELPHIA ELEMENTARY SCHOOL,KG-02,2290-3
1520,2290,HOWELL TWP,5,ALDRICH ELEMENTARY SCHOOL,03-05,2290-5
1521,2290,HOWELL TWP,10,ARDENA ELEMENTARY SCHOOL,03-05,2290-10
1522,2290,HOWELL TWP,12,GREENVILLE ELEMENTARY SCHOOL,KG-02,2290-12
1523,2290,HOWELL TWP,20,EDITH M. GRIEBLING ELEMENTARY SCHOOL,KG-02,2290-20
1524,2290,HOWELL TWP,25,HOWELL TOWNSHIP MIDDLE SCHOOL NORTH,06-08,2290-25
1525,2290,HOWELL TWP,27,HOWELL TOWNSHIP MIDDLE SCHOOL SOUTH,06-08,2290-27
1526,2290,HOWELL TWP,30,LAND O'PINES ELEMENTARY SCHOOL,PK-02,2290-30
1527,2290,HOWELL TWP,32,NEWBURY ELEMENTARY SCHOOL,03-05,2290-32
1528,2290,HOWELL TWP,35,RAMTOWN ELEMENTARY SCHOOL,03-05,2290-35
1529,2290,HOWELL TWP,45,MEMORIAL ELEMENTARY SCHOOL,03-05,2290-45
1530,2290,HOWELL TWP,60,TAUNTON ELEMENTARY SCHOOL,KG-02,2290-60
1531,2400,KEANSBURG BORO,10,KEANSBURG HIGH SCHOOL,09-12,2400-10
1532,2400,KEANSBURG BORO,30,JOSEPH R. BOLGER MIDDLE SCHOOL,05-08,2400-30
1533,2400,KEANSBURG BORO,40,PORT MONMOUTH ROAD SCHOOL,PK-PK,2400-40
1534,2400,KEANSBURG BORO,50,JOSEPH C. CARUSO SCHOOL,KG-04,2400-50
1535,2430,KEYPORT BORO,50,KEYPORT HIGH SCHOOL,09-12,2430-50
1536,2430,KEYPORT BORO,60,KEYPORT CENTRAL SCHOOL,PK-08,2430-60
1537,2720,LITTLE SILVER BORO,50,MARKHAM PLACE SCHOOL,05-08,2720-50
1538,2720,LITTLE SILVER BORO,60,POINT ROAD SCHOOL,PK-04,2720-60
1539,2770,LONG BRANCH CITY,50,LONG BRANCH HIGH SCHOOL,09-12,2770-50
1540,2770,LONG BRANCH CITY,60,LONG BRANCH MIDDLE SCHOOL,06-08,2770-60
1541,2770,LONG BRANCH CITY,65,A A ANASTASIA ELEMENTARY SCHOOL,KG-05,2770-65
1542,2770,LONG BRANCH CITY,80,MORRIS AVENUE ELEMENTRY SCHOOL,PK-KG,2770-80
1543,2770,LONG BRANCH CITY,85,JOSEPH M. FERRAINA EARLY CHILDHOOD LEARNING CENTER,PK-KG,2770-85
1544,2770,LONG BRANCH CITY,110,GREGORY ELEMENTARY SCHOOL,KG-05,2770-110
1545,2770,LONG BRANCH CITY,120,LENNA W. CONROW ELEMENTARY SCHOOL,PK-KG,2770-120
1546,2770,LONG BRANCH CITY,300,GEORGE L CATRAMBONE,PK-05,2770-300
1547,2920,MANALAPAN-ENGLISHTOWN REG,50,CLARK MILLS SCHOOL,KG-05,2920-50
1548,2920,MANALAPAN-ENGLISHTOWN REG,55,LAFAYETTE MILLS SCHOOL,01-05,2920-55
1549,2920,MANALAPAN-ENGLISHTOWN REG,60,MANALAPAN-ENGLISHTOWN MIDDLE SCHOOL,07-08,2920-60
1550,2920,MANALAPAN-ENGLISHTOWN REG,63,MILFORD BROOK SCHOOL,KG-05,2920-63
1551,2920,MANALAPAN-ENGLISHTOWN REG,75,PINE BROOK SCHOOL,06-06,2920-75
1552,2920,MANALAPAN-ENGLISHTOWN REG,90,TAYLOR MILLS SCHOOL,KG-05,2920-90
1553,2920,MANALAPAN-ENGLISHTOWN REG,110,WEMROCK BROOK SCHOOL,01-05,2920-110
1554,2920,MANALAPAN-ENGLISHTOWN REG,120,JOHN I. DAWES EARLY LEARNING CENTER,PK-KG,2920-120
1555,2930,MANASQUAN BORO,50,MANASQUAN HIGH SCHOOL,09-12,2930-50
1556,2930,MANASQUAN BORO,60,MANASQUAN ELEMENTARY SCHOOL,PK-08,2930-60
1557,3030,MARLBORO TWP,30,FRANK DEFINO CENTRAL ELEMENTARY SCHOOL,KG-05,3030-30
1558,3030,MARLBORO TWP,40,FRANK J. DUGAN ELEMENTARY SCHOOL,KG-05,3030-40
1559,3030,MARLBORO TWP,43,DAVID C ABBOTT EARLY LEARNING CENTER,PK-KG,3030-43
1560,3030,MARLBORO TWP,45,MARLBORO ELEMENTARY SCHOOL,KG-05,3030-45
1561,3030,MARLBORO TWP,48,MARLBORO MEMORIAL MIDDLE SCHOOL,06-08,3030-48
1562,3030,MARLBORO TWP,50,MARLBORO MIDDLE SCHOOL,06-08,3030-50
1563,3030,MARLBORO TWP,60,ROBERTSVILLE ELEMENTARY SCHOOL,01-05,3030-60
1564,3030,MARLBORO TWP,70,ASHER HOLMES ELEMENTARY SCHOOL,01-05,3030-70
1565,3040,MATAWAN-ABERDEEN REGIONAL,40,CAMBRIDGE PARK ELEMENTARY SCHOOL,PK-PK,3040-40
1566,3040,MATAWAN-ABERDEEN REGIONAL,50,MATAWAN REGIONAL HIGH SCHOOL,09-12,3040-50
1567,3040,MATAWAN-ABERDEEN REGIONAL,53,MATAWAN-ABERDEEN MIDDLE SCHOOL,06-08,3040-53
1568,3040,MATAWAN-ABERDEEN REGIONAL,60,CLIFFWOOD ELEMENTARY SCHOOL,KG-03,3040-60
1569,3040,MATAWAN-ABERDEEN REGIONAL,65,LLOYD ROAD ELEMENTARY SCHOOL,04-05,3040-65
1570,3040,MATAWAN-ABERDEEN REGIONAL,75,RAVINE DRIVE ELEMENTARY SCHOOL,KG-03,3040-75
1571,3040,MATAWAN-ABERDEEN REGIONAL,80,STRATHMORE ELEMENTARY SCHOOL,KG-03,3040-80
1572,3160,MIDDLETOWN TWP,50,MIDDLETOWN HIGH SCHOOL NORTH,09-12,3160-50
1573,3160,MIDDLETOWN TWP,53,MIDDLETOWN HIGH SCHOOL SOUTH,09-12,3160-53
1574,3160,MIDDLETOWN TWP,55,BAYSHORE MIDDLE SCHOOL,06-08,3160-55
1575,3160,MIDDLETOWN TWP,57,THOMPSON MIDDLE SCHOOL,06-08,3160-57
1576,3160,MIDDLETOWN TWP,59,THORNE MIDDLE SCHOOL,06-08,3160-59
1577,3160,MIDDLETOWN TWP,60,BAYVIEW ELEMENTARY SCHOOL,KG-05,3160-60
1578,3160,MIDDLETOWN TWP,80,OCEAN AVENUE ELEMENTARY SCHOOL,PK-05,3160-80
1579,3160,MIDDLETOWN TWP,90,FAIRVIEW ELEMENTARY SCHOOL,KG-05,3160-90
1580,3160,MIDDLETOWN TWP,95,HARMONY ELEMENTARY SCHOOL,PK-05,3160-95
1581,3160,MIDDLETOWN TWP,110,LEONARDO ELEMENTARY SCHOOL,KG-05,3160-110
1582,3160,MIDDLETOWN TWP,120,LINCROFT ELEMENTARY SCHOOL,KG-05,3160-120
1583,3160,MIDDLETOWN TWP,130,MIDDLETOWN VILLAGE ELEMENTARY SCHOOL,KG-05,3160-130
1584,3160,MIDDLETOWN TWP,140,NAVESINK ELEMENTARY SCHOOL,KG-05,3160-140
1585,3160,MIDDLETOWN TWP,143,NEW MONMOUTH ELEMENTARY SCHOOL,PK-05,3160-143
1586,3160,MIDDLETOWN TWP,145,NUT SWAMP ELEMENTARY SCHOOL,KG-05,3160-145
1587,3160,MIDDLETOWN TWP,150,PORT MONMOUTH ELEMENTARY SCHOOL,KG-05,3160-150
1588,3160,MIDDLETOWN TWP,160,RIVER PLAZA ELEMENTARY SCHOOL,KG-05,3160-160
1589,3200,MILLSTONE TWP,40,MILLSTONE TOWNSHIP MIDDLE SCHOOL,06-08,3200-40
1590,3200,MILLSTONE TWP,60,MILLSTONE TOWNSHIP ELEMENTARY SCHOOL,03-05,3200-60
1591,3200,MILLSTONE TWP,80,MILLSTONE TOWNSHIP PRIMARY SCHOOL,PK-02,3200-80
1592,3250,MONMOUTH BEACH BORO,50,MONMOUTH BEACH ELEMENTARY SCHOOL,PK-08,3250-50
1593,3255,MONMOUTH-OCEAN ED SER COM,50,REGIONAL ALTERNATIVE SCHOOL,06-12,3255-50
1594,3255,MONMOUTH-OCEAN ED SER COM,90,NEW JERSEY VIRTUAL SCHOOL,06-12,3255-90
1595,3260,MONMOUTH CO VOCATIONAL,3,CLASS ACADEMY,09-12,3260-3
1596,3260,MONMOUTH CO VOCATIONAL,4,COMMUNICATIONS HIGH SCHOOL,09-12,3260-4
1597,3260,MONMOUTH CO VOCATIONAL,10,HIGH TECHNOLOGY HIGH SCHOOL,09-12,3260-10
1598,3260,MONMOUTH CO VOCATIONAL,20,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,09-12,3260-20
1599,3260,MONMOUTH CO VOCATIONAL,25,ACADEMY OF ALLIED HEALTH AND SCIENCE,09-12,3260-25
1600,3260,MONMOUTH CO VOCATIONAL,28,BIOTECHNOLOGY HIGH SCHOOL,09-12,3260-28
1601,3260,MONMOUTH CO VOCATIONAL,40,MONMOUTH COUNTY CAREER CENTER,09-12,3260-40
1602,3260,MONMOUTH CO VOCATIONAL,50,MONMOUTH COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,11-12,3260-50
1603,3260,MONMOUTH CO VOCATIONAL,301,ACADEMY OF LAW & PUBLIC SAFETY,11-12,3260-301
1604,3270,MONMOUTH REGIONAL,50,MONMOUTH REGIONAL HIGH SCHOOL,09-12,3270-50
1605,3500,NEPTUNE CITY,60,WOODROW WILSON,PK-08,3500-60
1606,3510,NEPTUNE TWP,50,NEPTUNE HIGH SCHOOL,09-12,3510-50
1607,3510,NEPTUNE TWP,55,NEPTUNE MIDDLE SCHOOL,06-08,3510-55
1608,3510,NEPTUNE TWP,59,EARLY CHILDHOOD CENTER,PK-PK,3510-59
1609,3510,NEPTUNE TWP,61,GABLES ELEMENTARY SCHOOL,PK-05,3510-61
1610,3510,NEPTUNE TWP,63,GREEN GROVE ELEMENTARY SCHOOL,PK-05,3510-63
1611,3510,NEPTUNE TWP,80,MIDTOWN COMMUNITY ELEMENTARY SCHOOL,PK-05,3510-80
1612,3510,NEPTUNE TWP,90,SHARK RIVER HILLS ELEMENTARY SCHOOL,PK-05,3510-90
1613,3510,NEPTUNE TWP,100,SUMMERFIELD ELEMENTARY SCHOOL,PK-05,3510-100
1614,3810,OCEAN TWP,30,OCEAN TOWNSHIP HIGH SCHOOL,09-12,3810-30
1615,3810,OCEAN TWP,40,TOWNSHIP OF OCEAN INTERMEDIATE SCHOOL,05-08,3810-40
1616,3810,OCEAN TWP,60,OCEAN TOWNSHIP ELEMENTARY SCHOOL,PK-04,3810-60
1617,3810,OCEAN TWP,70,WANAMASSA ELEMENTARY SCHOOL,PK-04,3810-70
1618,3810,OCEAN TWP,80,WAYSIDE ELEMENTARY SCHOOL,PK-04,3810-80
1619,3830,OCEANPORT BORO,30,MAPLE PLACE MIDDLE SCHOOL,05-08,3830-30
1620,3830,OCEANPORT BORO,50,WOLF HILL ELEMENTARY SCHOOL,PK-04,3830-50
1621,4360,RED BANK BORO,60,RED BANK MIDDLE SCHOOL,04-08,4360-60
1622,4360,RED BANK BORO,75,RED BANK PRIMARY SCHOOL,PK-03,4360-75
1623,4365,RED BANK REGIONAL,50,RED BANK REGIONAL HIGH SCHOOL,09-12,4365-50
1624,4520,ROOSEVELT BORO,50,ROOSEVELT PUBLIC SCHOOL,PK-06,4520-50
1625,4570,RUMSON BORO,40,DEANE-PORTER ELEMENTARY SCHOOL,PK-03,4570-40
1626,4570,RUMSON BORO,50,FORRESTDALE SCHOOL,04-08,4570-50
1627,4580,RUMSON-FAIR HAVEN REG,50,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,09-12,4580-50
1628,4690,SEA GIRT BORO,50,SEA GIRT ELEMENTARY SCHOOL,PK-08,4690-50
1629,4760,SHORE REGIONAL,50,SHORE REGIONAL HIGH SCHOOL,09-12,4760-50
1630,4770,SHREWSBURY BORO,50,SHREWSBURY BOROUGH ELEMENTARY SCHOOL,PK-08,4770-50
1631,4980,SPRING LAKE BORO,50,H W MOUNTZ ELEMENTARY SCHOOL,PK-08,4980-50
1632,4990,SPRING LAKE HEIGHTS BORO,50,SPRING LAKE HEIGHTS ELEMENTARY SCHOOL,KG-08,4990-50
1633,5185,TINTON FALLS,30,MAHALA F. ATCHISON SCHOOL,PK-02,5185-30
1634,5185,TINTON FALLS,50,SWIMMING RIVER SCHOOL,03-05,5185-50
1635,5185,TINTON FALLS,70,TINTON FALLS MIDDLE SCHOOL,06-08,5185-70
1636,5230,UNION BEACH,50,MEMORIAL SCHOOL,PK-08,5230-50
1637,5310,UPPER FREEHOLD REGIONAL,50,ALLENTOWN HIGH SCHOOL,09-12,5310-50
1638,5310,UPPER FREEHOLD REGIONAL,60,NEWELL ELEMENTARY SCHOOL,PK-04,5310-60
1639,5310,UPPER FREEHOLD REGIONAL,70,STONEBRIDGE MIDDLE SCHOOL,05-08,5310-70
1640,5420,WALL TWP,50,WALL HIGH SCHOOL,09-12,5420-50
1641,5420,WALL TWP,60,ALLENWOOD ELEMENTARY SCHOOL,KG-05,5420-60
1642,5420,WALL TWP,70,CENTRAL ELEMENTARY SCHOOL,KG-05,5420-70
1643,5420,WALL TWP,75,WALL INTERMEDIATE SCHOOL,06-08,5420-75
1644,5420,WALL TWP,77,OLD MILL ELEMENTARY SCHOOL,KG-05,5420-77
1645,5420,WALL TWP,78,WALL PRIMARY SCHOOL,PK-PK,5420-78
1646,5420,WALL TWP,80,WEST BELMAR ELEMENTARY SCHOOL,KG-05,5420-80
1647,5640,WEST LONG BRANCH BORO,50,FRANK ANTONIDES SCHOOL,05-08,5640-50
1648,5640,WEST LONG BRANCH BORO,80,BETTY MCELMON ELEMENTARY,PK-04,5640-80
1649,450,BOONTON TOWN,20,BOONTON HIGH SCHOOL,09-12,450-20
1650,450,BOONTON TOWN,30,JOHN HILL SCHOOL,01-08,450-30
1651,450,BOONTON TOWN,40,SCHOOL STREET SCHOOL,PK-KG,450-40
1652,460,BOONTON TWP,60,ROCKAWAY VALLEY SCHOOL,PK-08,460-60
1653,630,BUTLER BORO,20,BUTLER HIGH SCHOOL,09-12,630-20
1654,630,BUTLER BORO,25,AARON DECKER SCHOOL,PK-04,630-25
1655,630,BUTLER BORO,30,RICHARD BUTLER SCHOOL,05-08,630-30
1656,785,SCH DIST OF THE CHATHAMS,10,CHATHAM HIGH SCHOOL,09-12,785-10
1657,785,SCH DIST OF THE CHATHAMS,30,CHATHAM MIDDLE SCHOOL,06-08,785-30
1658,785,SCH DIST OF THE CHATHAMS,50,LAFAYETTE AVENUE SCHOOL,04-05,785-50
1659,785,SCH DIST OF THE CHATHAMS,60,MILTON AVENUE SCHOOL,PK-03,785-60
1660,785,SCH DIST OF THE CHATHAMS,70,WASHINGTON AVENUE SCHOOL,PK-03,785-70
1661,785,SCH DIST OF THE CHATHAMS,80,SOUTHERN BOULEVARD SCHOOL,PK-03,785-80
1662,820,CHESTER TWP,20,BLACK RIVER MIDDLE SCHOOL,06-08,820-20
1663,820,CHESTER TWP,30,BRAGG ELEMENTARY SCHOOL,03-05,820-30
1664,820,CHESTER TWP,40,DICKERSON ELEMENTARY SCHOOL,PK-02,820-40
1665,1090,DENVILLE TWP,50,LAKEVIEW ELEMENTARY SCHOOL,PK-05,1090-50
1666,1090,DENVILLE TWP,70,RIVERVIEW ELEMENTARY SCHOOL,KG-05,1090-70
1667,1090,DENVILLE TWP,80,VALLEYVIEW MIDDLE SCHOOL,06-08,1090-80
1668,1110,DOVER TOWN,40,DOVER HIGH SCHOOL,09-12,1110-40
1669,1110,DOVER TOWN,50,ACADEMY STREET ELEMENTARY SCHOOL,PK-06,1110-50
1670,1110,DOVER TOWN,60,EAST DOVER ELEMENTARY SCHOOL,KG-06,1110-60
1671,1110,DOVER TOWN,65,DOVER MIDDLE SCHOOL,07-08,1110-65
1672,1110,DOVER TOWN,70,NORTH DOVER ELEMENTARY SCHOOL,PK-06,1110-70
1673,1190,EAST HANOVER TWP,30,CENTRAL ELEMENTARY SCHOOL,03-05,1190-30
1674,1190,EAST HANOVER TWP,35,FRANK J SMITH ELEMENTARY,PK-02,1190-35
