,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,GRADESPAN,DS_CODE
2476,6183,TRENTON STEM-TO-CIVICS CS,914,TRENTON STEM-TO-CIVICS CHARTER SCHOOL,09-12,6183-914
2477,6184,GREAT FUTURES CHARTER SCHOOL,947,GREAT FUTURES CHARTER SCHOOL,09-12,6184-947
2478,6230,CLASSICAL ACADEMY CHARTER SCHOOL ,915,CLASSICAL ACADEMY CHARTER SCHOOL OF CLIFTON,06-08,6230-915
2479,6232,ENVIRONMENT COMMUNITY CS,920,ENVIRONMENT COMMUNITY OPPORTUNITY (ECO) CHARTER SCHOOL,KG-06,6232-920
2480,6240,FREEDOM PREP CHARTER SCHOOL,900,FREEDOM PREP CHARTER SCHOOL,KG-12,6240-900
2481,6320,DISCOVERY CS,920,DISCOVERY CHARTER SCHOOL,04-08,6320-920
2482,6410,EAST ORANGE COMMUNITY CS,920,EAST ORANGE COMMUNITY CHARTER SCHOOL,KG-04,6410-920
2483,6420,ELYSIAN CS OF HOBOKEN,925,ELYSIAN CHARTER SCHOOL OF HOBOKEN,KG-08,6420-925
2484,6430,ENGLEWOOD ON THE PALISADES CHARTER SCHOOL,930,ENGLEWOOD ON THE PALISADES CHARTER SCHOOL,KG-07,6430-930
2485,6635,GREATER BRUNSWICK CS,930,GREATER BRUNSWICK CHARTER SCHOOL,KG-08,6635-930
2486,6665,GRAY CS,930,THE GRAY CHARTER SCHOOL,KG-08,6665-930
2487,6720,HOBOKEN CS,930,HOBOKEN CHARTER SCHOOL,KG-12,6720-930
2488,6740,HOPE ACADEMY CS,950,HOPE ACADEMY CHARTER SCHOOL,KG-08,6740-950
2489,6810,INTERNATIONAL CHARTER SCHOOL ,940,INTERNATIONAL CHARTER SCHOOL,KG-04,6810-940
2490,6910,JERSEY CITY COMM. CS,940,JERSEY CITY COMMUNITY CHARTER SCHOOL,KG-08,6910-940
2491,6915,JERSEY CITY GOLDEN DOOR CHARTER SCHOOL,950,JERSEY CITY GOLDEN DOOR CHARTER SCHOOL,PK-08,6915-950
2492,7100,LADY LIBERTY ACADEMY CS,936,LADY LIBERTY ACADEMY CHARTER SCHOOL,KG-08,7100-936
2493,7109,LEAP ACADEMY UNIVERSITY CS,931,LEAP ACADEMY UNIVERSITY CHARTER SCHOOL,KG-12,7109-931
2494,7115,LEARNING COMMUNITY CS,960,LEARNING COMMUNITY CHARTER SCHOOL,PK-08,7115-960
2495,7210,MARION P. THOMAS CS,940,MARION P. THOMAS CHARTER SCHOOL,KG-12,7210-940
2496,7290,NEW HORIZONS COMM. CS,957,NEW HORIZONS COMMUNITY CHARTER SCHOOL,KG-07,7290-957
2497,7320,NORTH STAR ACADEMY CHARTER SCHOOL,960,NORTH STAR ACADEMY CHARTER SCHOOL,KG-12,7320-960
2498,7325,TEAM ACADEMY CHARTER SCHOOL,965,TEAM ACADEMY CHARTER SCHOOL,KG-12,7325-965
2499,7410,CHARTER~TECH HIGH SCHOOL,940,CHARTERTECH HIGH SCHOOL FOR THE PERFORMING ARTS,09-12,7410-940
2500,7500,PACE CS OF HAMILTON,900,PACE CHARTER SCHOOL OF HAMILTON,KG-06,7500-900
2501,7503,PATERSON CS FOR SCI/TECH,970,PATERSON CHARTER SCHOOL FOR SCIENCE/TECHNOLOGY,KG-12,7503-970
2502,7540,PRINCETON CS,930,PRINCETON CHARTER SCHOOL,KG-08,7540-930
2503,7600,QUEEN CITY ACADEMY CS,960,THE QUEEN CITY ACADEMY CHARTER SCHOOL,KG-08,7600-960
2504,7720,THE RED BANK CS,915,RED BANK CHARTER SCHOOL,PK-08,7720-915
2505,7727,RIDGE AND VALLEY CS,900,RIDGE AND VALLEY CHARTER SCHOOL,KG-08,7727-900
2506,7730,ROBERT TREAT ACADEMY CS,970,ROBERT TREAT ACADEMY CHARTER SCHOOL,KG-08,7730-970
2507,7735,MARIA L. VARISCO-ROGERS CS,975,MARIA VARISCO ROGERS CHARTER SCHOOL,KG-08,7735-975
2508,7830,SOARING HEIGHTS CS,980,SOARING HEIGHTS CHARTER SCHOOL,KG-08,7830-980
2509,7850,SUSSEX COUNTY TECHNOLOGY CHARTER SCHOOL ,960,SUSSEX COUNTY TECHNOLOGY CHARTER SCHOOL,06-08,7850-960
2510,7890,TEANECK COMMUNITY CS,920,TEANECK COMMUNITY CHARTER SCHOOL,KG-08,7890-920
2511,7891,COLLEGE ACHIEVE GREATER ASBURY PARK CHARTER SCHOOL,904,COLLEGE ACHIEVE GREATER ASBURY PARK CHARTER SCHOOL,KG-06,7891-904
2512,7892,COLLEGE ACHIEVE PATERSON CHARTER SCHOOL,909,COLLEGE ACHIEVE PATERSON CHARTER SCHOOL,KG-06,7892-909
2513,7893,OCEAN ACADEMY CHARTER SCHOOL,918,OCEAN ACADEMY CHARTER SCHOOL,KG-02,7893-918
2514,8010,UNION COUNTY TEAMS CS,980,UNION COUNTY TEAMS CHARTER SCHOOL,KG-12,8010-980
2515,8050,UNITY CS,990,UNITY CHARTER SCHOOL,KG-08,8050-990
2516,8060,UNIVERSITY ACADEMY CS,990,UNIVERSITY ACADEMY CHARTER HIGH SCHOOL,09-12,8060-990
2517,8065,UNIVERSITY HEIGHTS CS,980,UNIVERSITY HEIGHTS CHARTER SCHOOL,PK-08,8065-980
2518,8140,VILLAGE CS,990,THE VILLAGE CHARTER SCHOOL,KG-08,8140-990
